"iNote","iWine","Type","Vintage","Wine","Locale","Producer","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","TastingDate","Defective","Views","fHelpful","fFavorite","Rating","EventLocation","EventTitle","iEvent","EventDate","EventEndDate","TastingNotes","fLikeIt","CNotes","CScore","LikeVotes","LikePercent","Votes","Comments"
"10000010","1308509","Red","2010","Joseph Drouhin Vosne-Romanée 1er Cru Les Petits Monts","France, Burgundy, Côte de Nuits, Vosne-Romanée 1er Cru","Joseph Drouhin","Pinot Noir","Pinot Noir","Unknown","Les Petits Monts","France","Burgundy","Côte de Nuits","Vosne-Romanée 1er Cru","10/21/2019","False","0","","0","88","","","","","","Nose of wet stone, rose petal, graphite. Palate shows earthy depth, taut tannins, long savory finish. Needs more time.","","","","","","",""
"10000011","1186851","White","2010","François Raveneau Chablis 1er Cru Montée de Tonnerre","France, Burgundy, Chablis, Chablis 1er Cru","François Raveneau","Chardonnay","Chardonnay","Unknown","Montée de Tonnerre","France","Burgundy","Chablis","Chablis 1er Cru","12/4/2020","False","0","","0","91","our place","book club Friday — December 2020","90000018","12/4/2020","12/4/2020","Nose of ginger, lemon zest, chalk. Palate shows tight focus, nervy acidity, creamy mid-palate. Pleasant if uncomplicated.","","","","","","",""
"10000012","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","6/5/2019","False","0","","0","91","","","","","","Nose of iodine, brioche. Palate shows cutting acidity, pinpoint bead. Needs more time.","","","","","","",""
"10000013","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","6/7/2019","False","0","","0","89","our place","book club Friday — June 2019","90000000","6/7/2019","6/7/2019","Nose of iodine, white peach. Palate shows rich autolysis, long chalky finish, pinpoint bead. Solid showing.","","","","","","",""
"10000014","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","12/6/2019","False","0","","0","91","our place","book club Friday — December 2019","90000006","12/6/2019","12/6/2019","Nose of biscuit, white peach. Palate shows cutting acidity, rich autolysis. On track.","","","","","","",""
"10000015","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","6/19/2019","False","0","","0","92","","","","","","Nose of yellow apple, crushed chalk. Palate shows long chalky finish, cutting acidity, pinpoint bead. Pleasant if uncomplicated.","","","","","","",""
"10000016","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","6/19/2019","False","0","","0","95","","","","","","Nose of toasted almond, crushed chalk, biscuit. Palate shows cutting acidity, rich autolysis. Drinking beautifully. A standout.","","","","","","",""
"10000017","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","6/7/2019","False","0","","0","92","our place","book club Friday — June 2019","90000000","6/7/2019","6/7/2019","Nose of yellow apple, white peach. Palate shows fine mousse, long chalky finish, cutting acidity. Drinking beautifully.","","","","","","",""
"10000018","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","6/10/2019","False","0","","0","91","","","","","","Nose of crushed chalk, toasted almond, brioche. Palate shows cutting acidity, rich autolysis. Pleasant if uncomplicated.","","","","","","",""
"10000019","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","6/23/2019","False","0","","0","88","","","","","","Nose of yellow apple, lemon curd, white peach. Palate shows saline grip, cutting acidity, rich autolysis. Solid showing.","","","","","","",""
"10000020","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","6/14/2019","False","0","","0","90","","","","","","Nose of brioche, white peach. Palate shows cutting acidity, saline grip, fine mousse. Pleasant if uncomplicated.","","","","","","",""
"10000021","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","6/12/2019","False","0","","0","89","","","","","","Nose of crushed chalk, iodine. Palate shows rich autolysis, pinpoint bead. Solid showing.","","","","","","",""
"10000022","2376876","Red","2014","Domaine Stephane Magnien Clos Saint-Denis","France, Burgundy, Côte de Nuits, Clos Saint-Denis Grand Cru","Domaine Stephane Magnien","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru","4/12/2020","False","0","","0","91","","","","","","Nose of blackberry, iron filings. Palate shows structured grip, taut tannins, iron and minerals. Good but not memorable.","","","","","","",""
"10000023","882264","White - Sparkling","1001","Egly-Ouriet Champagne Grand Cru VP","France, Champagne, Champagne Grand Cru","Egly-Ouriet","Champagne Blend","Champagne Blend","VP","Unknown","France","Champagne","Unknown","Champagne Grand Cru","7/15/2019","False","0","","0","87","","","","","","Nose of crushed chalk, yellow apple, lemon curd. Palate shows pinpoint bead, cutting acidity. Needs more time.","","","","","","",""
"10000024","882264","White - Sparkling","1001","Egly-Ouriet Champagne Grand Cru VP","France, Champagne, Champagne Grand Cru","Egly-Ouriet","Champagne Blend","Champagne Blend","VP","Unknown","France","Champagne","Unknown","Champagne Grand Cru","7/17/2019","False","0","","0","90","","","","","","Nose of biscuit, iodine. Palate shows long chalky finish, rich autolysis. Good but not memorable.","","","","","","",""
"10000025","882264","White - Sparkling","1001","Egly-Ouriet Champagne Grand Cru VP","France, Champagne, Champagne Grand Cru","Egly-Ouriet","Champagne Blend","Champagne Blend","VP","Unknown","France","Champagne","Unknown","Champagne Grand Cru","7/26/2019","False","0","","0","89","","","","","","Nose of white peach, lemon curd. Palate shows pinpoint bead, long chalky finish, cutting acidity. Pleasant if uncomplicated.","","","","","","",""
"10000026","3834454","Red","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","7/5/2019","False","0","","0","95","our place","book club Friday — July 2019","90000001","7/5/2019","7/5/2019","Nose of tobacco leaf, graphite, cedar. Palate shows iron and minerals, polished texture. Drinking beautifully. Keeps showing more in the glass.","","","","","","",""
"10000027","3834454","Red","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","3/17/2020","False","0","","0","90","home","Iris's birthday","","3/17/2020","3/17/2020","Nose of dark cherry, smoked meat, rose petal. Palate shows bright acidity, iron and minerals, long savory finish. On track.","","","","","","",""
"10000028","3834454","Red","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","8/11/2019","False","0","","0","95","","","","","","Nose of tobacco leaf, wet stone, rose petal. Palate shows polished texture, long savory finish, structured grip. Better than expected. A standout.","","","","","","",""
"10000029","3834454","Red","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","7/12/2019","False","0","","0","90","","","","","","Nose of blackberry, rose petal, forest floor. Palate shows pretty fruit core, polished texture, iron and minerals. Needs more time.","","","","","","",""
"10000030","4635721","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 171eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 171eme","Unknown","France","Champagne","Unknown","Champagne","1/13/2020","False","0","","0","92","","","","","","Nose of biscuit, brioche. Palate shows long chalky finish, saline grip. Needs more time.","","","","","","",""
"10000031","4635721","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 171eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 171eme","Unknown","France","Champagne","Unknown","Champagne","10/10/2020","False","0","","0","89","","","","","","Nose of crushed chalk, toasted almond. Palate shows long chalky finish, saline grip. Solid showing.","","","","","","",""
"10000032","4635721","White - Sparkling","1001","Krug Champagne Brut Grande Cuvée Edition 171eme","France, Champagne","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 171eme","Unknown","France","Champagne","Unknown","Champagne","1/8/2022","False","0","","0","91","","","","","","Nose of toasted almond, biscuit, lemon curd. Palate shows fine mousse, cutting acidity. Good but not memorable.","","","","","","",""
"10000033","3331620","White","2018","Pierre-Yves Colin-Morey Chassagne-Montrachet Vieilles Vignes","France, Burgundy, Côte de Beaune, Chassagne-Montrachet","Pierre-Yves Colin-Morey","Chardonnay","Chardonnay","Vieilles Vignes","Unknown","France","Burgundy","Côte de Beaune","Chassagne-Montrachet","8/9/2019","False","0","","0","88","","","","","","Nose of white flowers, chalk. Palate shows saline finish, vibrant cut, nervy acidity. Good but not memorable.","","","","","","",""
"10000034","2247443","Red","2013","Woodward Canyon Charbonneau","USA, Washington, Columbia Valley, Walla Walla Valley","Woodward Canyon","Red Bordeaux Blend","Red Bordeaux Blend","Charbonneau","Unknown","USA","Washington","Columbia Valley","Walla Walla Valley","8/4/2020","False","0","","0","91","","","","","","Nose of graphite, tobacco leaf, forest floor. Palate shows pretty fruit core, iron and minerals, polished texture. Solid showing.","","","","","","",""
"10000035","3332474","Red","2016","Andrew Will Ciel du Cheval Vineyard","USA, Washington, Columbia Valley, Red Mountain","Andrew Will","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Ciel du Cheval Vineyard","USA","Washington","Columbia Valley","Red Mountain","7/11/2019","False","0","","0","91","","","","","","Nose of blackberry, wet stone, cedar. Palate shows pretty fruit core, earthy depth, bright acidity. Good but not memorable.","","","","","","",""
"10000036","3867095","Red","2019","Hubert Lignier Chambolle-Musigny Les Bussieres","France, Burgundy, Côte de Nuits, Chambolle-Musigny","Hubert Lignier","Pinot Noir","Pinot Noir","Unknown","Les Bussieres","France","Burgundy","Côte de Nuits","Chambolle-Musigny","2/7/2020","False","0","","0","90","","","","","","Nose of wet stone, tobacco leaf, rose petal. Palate shows long savory finish, structured grip. Solid showing.","","","","","","",""
"10000037","3084500","Red","2016","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Cameron","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley","3/19/2020","False","0","","0","90","","","","","","Nose of blackberry, cedar. Palate shows bright acidity, structured grip, pretty fruit core. Good but not memorable.","","","","","","",""
"10000038","3084500","Red","2016","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Cameron","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley","3/8/2020","False","0","","0","92","","","","","","Nose of wet stone, cedar, rose petal. Palate shows structured grip, long savory finish. Good but not memorable.","","","","","","",""
"10000039","3084500","Red","2016","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Cameron","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley","4/16/2020","False","0","","0","93","","","","","","Nose of blackberry, graphite. Palate shows long savory finish, bright acidity. Singing right now.","","","","","","",""
"10000040","4901","Red","1999","Joseph Drouhin Beaune 1er Cru Clos des Mouches Rouge","France, Burgundy, Côte de Beaune, Beaune 1er Cru","Joseph Drouhin","Pinot Noir","Pinot Noir","Rouge","Clos des Mouches","France","Burgundy","Côte de Beaune","Beaune 1er Cru","5/7/2021","False","0","","0","92","our place","book club Friday — May 2021","90000023","5/7/2021","5/7/2021","Nose of cedar, rose petal. Palate shows pretty fruit core, polished texture, structured grip. Needs more time.","","","","","","",""
"10000041","2635678","Red","2015","Domaine Dujac Vosne-Romanée 1er Cru Aux Malconsorts","France, Burgundy, Côte de Nuits, Vosne-Romanée 1er Cru","Domaine Dujac","Pinot Noir","Pinot Noir","Unknown","Aux Malconsorts","France","Burgundy","Côte de Nuits","Vosne-Romanée 1er Cru","4/5/2021","False","0","","0","89","","","","","","Nose of rose petal, dark cherry, cedar. Palate shows polished texture, earthy depth, iron and minerals. Good but not memorable.","","","","","","",""
"10000042","2635678","Red","2015","Domaine Dujac Vosne-Romanée 1er Cru Aux Malconsorts","France, Burgundy, Côte de Nuits, Vosne-Romanée 1er Cru","Domaine Dujac","Pinot Noir","Pinot Noir","Unknown","Aux Malconsorts","France","Burgundy","Côte de Nuits","Vosne-Romanée 1er Cru","8/7/2020","False","0","","0","91","our place","book club Friday — August 2020","90000014","8/7/2020","8/7/2020","Nose of dark cherry, smoked meat. Palate shows bright acidity, iron and minerals. On track.","","","","","","",""
"10000043","3038305","White - Sparkling","2016","Acquiesce Grenache Blanc Methode Champenoise","USA, California, Central Valley, Lodi","Acquiesce","Grenache Blanc","Grenache","Methode Champenoise","Unknown","USA","California","Central Valley","Lodi","9/26/2019","False","0","","0","94","","","","","","Nose of biscuit, white peach, brioche. Palate shows long chalky finish, cutting acidity, rich autolysis. Singing right now.","","","","","","",""
"10000044","3038305","White - Sparkling","2016","Acquiesce Grenache Blanc Methode Champenoise","USA, California, Central Valley, Lodi","Acquiesce","Grenache Blanc","Grenache","Methode Champenoise","Unknown","USA","California","Central Valley","Lodi","12/6/2019","False","0","","0","93","our place","book club Friday — December 2019","90000006","12/6/2019","12/6/2019","Nose of biscuit, brioche. Palate shows rich autolysis, pinpoint bead. Better than expected.","","","","","","",""
"10000045","2992807","Red","2016","Galerie Cabernet Sauvignon Latro","USA, California, Sonoma County, Knights Valley","Galerie","Cabernet Sauvignon","Cabernet Sauvignon","Latro","Unknown","USA","California","Sonoma County","Knights Valley","3/25/2020","False","0","","0","91","","","","","","Nose of dark cherry, tobacco leaf, cedar. Palate shows bright acidity, structured grip. Needs more time.","","","","","","",""
"10000046","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","9/13/2020","False","0","","0","93","","","","","","Nose of iodine, biscuit. Palate shows fine mousse, pinpoint bead, long chalky finish. Drinking beautifully.","","","","","","",""
"10000047","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","7/27/2019","False","0","","0","87","","","","","","Nose of lemon curd, white peach, iodine. Palate shows rich autolysis, fine mousse, saline grip. Pleasant if uncomplicated.","","","","","","",""
"10000048","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","7/24/2019","False","0","","0","90","","","","","","Nose of toasted almond, yellow apple, crushed chalk. Palate shows long chalky finish, rich autolysis, cutting acidity. Needs more time.","","","","","","",""
"10000049","3866739","Red","2019","Simon Bize Savigny-lès-Beaune 1er Cru Les Marconnets","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune 1er Cru","Simon Bize","Pinot Noir","Pinot Noir","Unknown","Les Marconnets","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru","11/1/2024","False","0","","0","93","our place","book club Friday — November 2024","90000065","11/1/2024","11/1/2024","Nose of tobacco leaf, rose petal, graphite. Palate shows polished texture, taut tannins. Hits its stride.","","","","","","",""
"10000050","3866739","Red","2019","Simon Bize Savigny-lès-Beaune 1er Cru Les Marconnets","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune 1er Cru","Simon Bize","Pinot Noir","Pinot Noir","Unknown","Les Marconnets","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru","4/28/2021","False","0","","0","91","","","","","","Nose of graphite, raspberry. Palate shows pretty fruit core, bright acidity. Pleasant if uncomplicated.","","","","","","",""
"10000051","4087361","Red","2019","Patricia Green Cellars Pinot Noir Medici Vineyard","USA, Oregon, Willamette Valley, Chehalem Mountains","Patricia Green Cellars","Pinot Noir","Pinot Noir","Unknown","Medici Vineyard","USA","Oregon","Willamette Valley","Chehalem Mountains","9/11/2019","False","0","","0","97","","","","","","Nose of smoked meat, tobacco leaf. Palate shows taut tannins, bright acidity. Drinking beautifully. Keeps showing more in the glass.","","","","","","",""
"10000052","4087361","Red","2019","Patricia Green Cellars Pinot Noir Medici Vineyard","USA, Oregon, Willamette Valley, Chehalem Mountains","Patricia Green Cellars","Pinot Noir","Pinot Noir","Unknown","Medici Vineyard","USA","Oregon","Willamette Valley","Chehalem Mountains","12/2/2019","False","0","","0","90","","","","","","Nose of iron filings, dark cherry. Palate shows long savory finish, earthy depth. Needs more time.","","","","","","",""
"10000053","4087361","Red","2019","Patricia Green Cellars Pinot Noir Medici Vineyard","USA, Oregon, Willamette Valley, Chehalem Mountains","Patricia Green Cellars","Pinot Noir","Pinot Noir","Unknown","Medici Vineyard","USA","Oregon","Willamette Valley","Chehalem Mountains","8/14/2019","False","0","","0","91","","","","","","Nose of cedar, blackberry. Palate shows structured grip, long savory finish. Solid showing.","","","","","","",""
"10000054","4087361","Red","2019","Patricia Green Cellars Pinot Noir Medici Vineyard","USA, Oregon, Willamette Valley, Chehalem Mountains","Patricia Green Cellars","Pinot Noir","Pinot Noir","Unknown","Medici Vineyard","USA","Oregon","Willamette Valley","Chehalem Mountains","4/20/2022","False","0","","0","90","","","","","","Nose of graphite, cedar. Palate shows long savory finish, polished texture, taut tannins. Needs more time.","","","","","","",""
"10000055","4087361","Red","2019","Patricia Green Cellars Pinot Noir Medici Vineyard","USA, Oregon, Willamette Valley, Chehalem Mountains","Patricia Green Cellars","Pinot Noir","Pinot Noir","Unknown","Medici Vineyard","USA","Oregon","Willamette Valley","Chehalem Mountains","4/21/2021","False","0","","0","91","","","","","","Nose of tobacco leaf, violets. Palate shows polished texture, taut tannins. Good but not memorable.","","","","","","",""
"10000056","4551215","Red","2019","E. Pira & Figli (Chiara Boschis) Barolo Mosconi","Italy, Piedmont, Langhe, Barolo","E. Pira & Figli (Chiara Boschis)","Nebbiolo","Nebbiolo","Unknown","Mosconi","Italy","Piedmont","Langhe","Barolo","12/5/2025","False","0","","0","86","our place","book club Friday — December 2025","90000078","12/5/2025","12/5/2025","Past its prime.","","","","","","",""
"10000057","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","12/24/2019","False","0","","0","92","","","","","","Nose of brioche, lemon curd, yellow apple. Palate shows fine mousse, rich autolysis. Outstanding bottle.","","","","","","",""
"10000058","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","11/17/2019","False","0","","0","92","","","","","","Nose of brioche, lemon curd, white peach. Palate shows cutting acidity, long chalky finish, saline grip. Good but not memorable.","","","","","","",""
"10000059","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","France, Champagne, Champagne Premier Cru","Roger Coulon","Champagne Blend","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","11/7/2019","False","0","","0","92","","","","","","Nose of white peach, iodine. Palate shows saline grip, rich autolysis, cutting acidity. Outstanding bottle.","","","","","","",""
"10000060","5435678","White - Sparkling","1001","Kobayashi Winery Pinot Noir Nikko Celilo Vineyard","USA, Washington, Columbia Valley","Kobayashi Winery","Pinot Noir","Pinot Noir","Nikko","Celilo Vineyard","USA","Washington","Columbia Valley","Columbia Valley","8/2/2019","False","0","","0","92","our place","book club Friday — August 2019","90000002","8/2/2019","8/2/2019","Nose of yellow apple, toasted almond, biscuit. Palate shows fine mousse, cutting acidity, pinpoint bead. Singing right now.","","","","","","",""
"10000061","5435678","White - Sparkling","1001","Kobayashi Winery Pinot Noir Nikko Celilo Vineyard","USA, Washington, Columbia Valley","Kobayashi Winery","Pinot Noir","Pinot Noir","Nikko","Celilo Vineyard","USA","Washington","Columbia Valley","Columbia Valley","7/18/2019","False","0","","0","89","","","","","","Nose of yellow apple, toasted almond, white peach. Palate shows cutting acidity, saline grip. Good but not memorable.","","","","","","",""
"10000062","3038305","White - Sparkling","2016","Acquiesce Grenache Blanc Methode Champenoise","USA, California, Central Valley, Lodi","Acquiesce","Grenache Blanc","Grenache","Methode Champenoise","Unknown","USA","California","Central Valley","Lodi","7/5/2020","False","0","","0","92","","","","","","Nose of iodine, biscuit. Palate shows saline grip, fine mousse. Good but not memorable.","","","","","","",""
"10000063","5243355","Red","2019","Lucas Winery Zinfandel ZinStar Vineyard","USA, California, Central Valley, Lodi","Lucas Winery","Zinfandel","Zinfandel","Unknown","ZinStar Vineyard","USA","California","Central Valley","Lodi","8/23/2019","False","0","","0","91","","","","","","Nose of tobacco leaf, forest floor, graphite. Palate shows iron and minerals, pretty fruit core, taut tannins. Needs more time.","","","","","","",""
