"iInventory","Pending","Barcode","WineBarcode","Price","Size","iWine","Type","Vintage","Wine","Producer","Varietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","Note","StoreName","PurchaseDate","PurchaseNote","Location","Bin"
"200001301","0","0200001301","W1579537_750ml","69.91","750ml","1579537","White - Sparkling","1001","Alexandre Filaine Champagne Cuvée Spéciale","Alexandre Filaine","Champagne Blend","Cuvée Spéciale","Unknown","France","Champagne","Unknown","Champagne","","Liner & Elsen","4/13/2021","OrderId:100000431","Home Cellar","17-E"
"200001305","0","0200001305","W4194681_750ml","76.37","750ml","4194681","Red","2020","Arnaud Mortet Gevrey-Chambertin Ma Cuveé","Arnaud Mortet","Pinot Noir","Ma Cuveé","Unknown","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","","Winery Direct","4/25/2021","OrderId:500000057","Home Cellar","07-B"
"200001306","0","0200001306","W4194681_750ml","76.37","750ml","4194681","Red","2020","Arnaud Mortet Gevrey-Chambertin Ma Cuveé","Arnaud Mortet","Pinot Noir","Ma Cuveé","Unknown","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","","Winery Direct","4/25/2021","OrderId:500000057","Kitchen","93-B"
"200001307","0","0200001307","W4348327_750ml","162.01","750ml","4348327","White","2020","Antica Terra Chardonnay Aequorin","Antica Terra","Chardonnay","Aequorin","Unknown","USA","Oregon","Willamette Valley","Willamette Valley","","Astor Wines","4/7/2021","OrderId:100000433","Off-site Storage",""
"200001308","0","0200001308","W4348327_750ml","162.01","750ml","4348327","White","2020","Antica Terra Chardonnay Aequorin","Antica Terra","Chardonnay","Aequorin","Unknown","USA","Oregon","Willamette Valley","Willamette Valley","","Astor Wines","4/7/2021","OrderId:100000433","Kitchen","92-A"
"200001311","0","0200001311","W4905013_750ml","56.53","750ml","4905013","Red","2022","Whitcraft Winery Pinot Noir La Rinconada Vineyard","Whitcraft Winery","Pinot Noir","Unknown","La Rinconada Vineyard","USA","California","Central Coast","Sta. Rita Hills","","Bottleshop","4/10/2021","OrderId:100000435","Home Cellar","39-C"
"200001314","0","0200001314","W1560306_750ml","74.83","750ml","1560306","Red","2009","Williams Selyem Pinot Noir Westside Road Neighbors","Williams Selyem","Pinot Noir","Unknown","Westside Road Neighbors","USA","California","Sonoma County","Russian River Valley","","Winery Direct","4/25/2021","OrderId:500000057","Off-site Storage",""
"200001315","0","0200001315","W1560306_750ml","74.83","750ml","1560306","Red","2009","Williams Selyem Pinot Noir Westside Road Neighbors","Williams Selyem","Pinot Noir","Unknown","Westside Road Neighbors","USA","California","Sonoma County","Russian River Valley","","Winery Direct","4/25/2021","OrderId:500000057","Home Cellar","84-D"
"200001316","0","0200001316","W1560306_750ml","74.83","750ml","1560306","Red","2009","Williams Selyem Pinot Noir Westside Road Neighbors","Williams Selyem","Pinot Noir","Unknown","Westside Road Neighbors","USA","California","Sonoma County","Russian River Valley","","Winery Direct","4/25/2021","OrderId:500000057","Home Cellar","55-D"
"200001317","0","0200001317","W2926502_750ml","182.25","750ml","2926502","Red","2016","Domaine Denis Bachelet Gevrey-Chambertin Les Evocelles Vieilles Vignes","Domaine Denis Bachelet","Pinot Noir","Vieilles Vignes","Les Evocelles","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","","Mailer","4/6/2021","OrderId:500000059","Kitchen","61-E"
"200001319","0","0200001319","W5158344_750ml","68.97","750ml","5158344","Red","2022","Hirsch Vineyards Pinot Noir Maritime","Hirsch Vineyards","Pinot Noir","Maritime","Unknown","USA","California","Sonoma County","Sonoma Coast","","Astor Wines","4/1/2021","OrderId:100000438","Kitchen","52-B"
"200001320","0","0200001320","W5158344_750ml","68.97","750ml","5158344","Red","2022","Hirsch Vineyards Pinot Noir Maritime","Hirsch Vineyards","Pinot Noir","Maritime","Unknown","USA","California","Sonoma County","Sonoma Coast","","Astor Wines","4/1/2021","OrderId:100000438","Off-site Storage","95-B"
"200001321","0","0200001321","W2648304_750ml","19.43","750ml","2648304","Red","2016","Château Marsau","Château Marsau","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Libournais","Francs Côtes de Bordeaux","","Winery Direct","4/25/2021","OrderId:500000057","Off-site Storage",""
"200001322","0","0200001322","W4791414_750ml","44.67","750ml","4791414","Red","2022","Hirsch Vineyards Pinot Noir San Andreas Fault","Hirsch Vineyards","Pinot Noir","San Andreas Fault","Unknown","USA","California","Sonoma County","Sonoma Coast","","Winery Direct","4/25/2021","OrderId:500000057","Kitchen","65-F"
"200001324","0","0200001324","W4791414_750ml","44.67","750ml","4791414","Red","2022","Hirsch Vineyards Pinot Noir San Andreas Fault","Hirsch Vineyards","Pinot Noir","San Andreas Fault","Unknown","USA","California","Sonoma County","Sonoma Coast","","Winery Direct","4/25/2021","OrderId:500000057","Off-site Storage","94-D"
"200001326","0","0200001326","W3335382_750ml","62.36","750ml","3335382","Red","2018","Jacques-Frédéric Mugnier Chambolle-Musigny 1er Cru Les Fuées","Jacques-Frédéric Mugnier","Pinot Noir","Unknown","Les Fuées","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Liner & Elsen","4/26/2021","OrderId:100000441","Off-site Storage","09-E"
"200001327","0","0200001327","W3335382_750ml","62.36","750ml","3335382","Red","2018","Jacques-Frédéric Mugnier Chambolle-Musigny 1er Cru Les Fuées","Jacques-Frédéric Mugnier","Pinot Noir","Unknown","Les Fuées","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Liner & Elsen","4/26/2021","OrderId:100000441","Off-site Storage","02-A"
"200001328","0","0200001328","W3154108_750ml","37.32","750ml","3154108","Red","2017","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","Rene Rostaing","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie","","Bottleshop","4/24/2021","OrderId:100000442","Home Cellar","29-D"
"200001330","0","0200001330","W3154108_750ml","37.32","750ml","3154108","Red","2017","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","Rene Rostaing","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie","","Bottleshop","4/24/2021","OrderId:100000442","Off-site Storage","27-B"
"200001331","0","0200001331","W4234207_750ml","29.77","750ml","4234207","Red","2020","Domaine de Montille Bourgogne","Domaine de Montille","Pinot Noir","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne","","Winery Direct","4/25/2021","OrderId:500000057","Kitchen","44-F"
"200001332","0","0200001332","W4234207_750ml","29.77","750ml","4234207","Red","2020","Domaine de Montille Bourgogne","Domaine de Montille","Pinot Noir","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne","","Winery Direct","4/25/2021","OrderId:500000057","Off-site Storage","39-A"
"200001335","0","0200001335","W1343793_750ml","146.19","750ml","1343793","Red","2011","Domaine des Lambrays Clos des Lambrays","Domaine des Lambrays","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru","","Mailer","4/6/2021","OrderId:500000059","Home Cellar",""
"200001336","0","0200001336","W1343793_750ml","146.19","750ml","1343793","Red","2011","Domaine des Lambrays Clos des Lambrays","Domaine des Lambrays","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru","","Mailer","4/6/2021","OrderId:500000059","Kitchen",""
"200001337","0","0200001337","W1343793_750ml","146.19","750ml","1343793","Red","2011","Domaine des Lambrays Clos des Lambrays","Domaine des Lambrays","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru","","Mailer","4/6/2021","OrderId:500000059","Off-site Storage","56-C"
"200001338","0","0200001338","W1343793_750ml","146.19","750ml","1343793","Red","2011","Domaine des Lambrays Clos des Lambrays","Domaine des Lambrays","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru","","Mailer","4/6/2021","OrderId:500000059","Kitchen","05-D"
"200001340","0","0200001340","W4026813_750ml","76.27","750ml","4026813","Red","2019","Charles Van Canneyt Bourgogne","Charles Van Canneyt","Pinot Noir","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne","","Mailer","4/6/2021","OrderId:500000059","Home Cellar","43-A"
"200001342","0","0200001342","W1274013_750ml","94.25","750ml","1274013","Red","2010","Joseph Drouhin Chambolle-Musigny 1er Cru Les Amoureuses","Joseph Drouhin","Pinot Noir","Unknown","Les Amoureuses","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","K&L Auctions","4/12/2021","OrderId:100000447","Kitchen","46-D"
"200001345","0","0200001345","W5315534_750ml","136.30","750ml","5315534","White - Sparkling","2019","Bérêche et Fils Champagne Premier Cru Le Cran","Bérêche et Fils","Champagne Blend","Le Cran","Unknown","France","Champagne","Unknown","Champagne Premier Cru","","Mailer","4/6/2021","OrderId:500000059","Off-site Storage","93-D"
"200001346","0","0200001346","W3834454_750ml","466.17","750ml","3834454","Red","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","","Mailer","5/21/2021","OrderId:500000061","Home Cellar","95-F"
"200001354","0","0200001354","W928568_750ml","564.20","750ml","928568","Red","2010","Domaine Comte Georges de Vogüé Musigny Cuvée Vieilles Vignes","Domaine Comte Georges de Vogüé","Pinot Noir","Cuvée Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Musigny Grand Cru","","Chambers Street","5/19/2021","OrderId:100000452","Home Cellar","04-D"
"200001356","0","0200001356","W928568_750ml","564.20","750ml","928568","Red","2010","Domaine Comte Georges de Vogüé Musigny Cuvée Vieilles Vignes","Domaine Comte Georges de Vogüé","Pinot Noir","Cuvée Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Musigny Grand Cru","","Chambers Street","5/19/2021","OrderId:100000452","Off-site Storage",""
"200001358","0","0200001358","W2295759_750ml","468.28","750ml","2295759","White","2014","Antica Terra Chardonnay Aurata","Antica Terra","Chardonnay","Aurata","Unknown","USA","Oregon","Willamette Valley","Willamette Valley","","K&L Auctions","5/6/2021","OrderId:100000454","Kitchen","65-C"
"200001359","0","0200001359","W6140_750ml","152.52","750ml","6140","Rosé - Sparkling","1001","Egly-Ouriet Champagne Grand Cru Brut Rosé","Egly-Ouriet","Champagne Blend","Brut Rosé","Unknown","France","Champagne","Unknown","Champagne Grand Cru","","Liner & Elsen","5/27/2021","OrderId:100000455","Kitchen","22-E"
"200001361","0","0200001361","W3467346_750ml","98.26","750ml","3467346","Red","2018","Patricia Green Cellars Pinot Noir Old Vine Estate Vineyard","Patricia Green Cellars","Pinot Noir","Old Vine","Estate Vineyard","USA","Oregon","Willamette Valley","Ribbon Ridge","","Mailer","5/21/2021","OrderId:500000061","Home Cellar","78-D"
"200001363","0","0200001363","W4308337_750ml","68.69","750ml","4308337","Red","2019","Forey Père et Fils Vosne-Romanée Menhir","Forey Père et Fils","Pinot Noir","Menhir","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","","K&L Auctions","5/13/2021","OrderId:100000458","Home Cellar","31-D"
"200001366","0","0200001366","W3487547_750ml","88.50","750ml","3487547","Red","2018","Patricia Green Cellars Pinot Noir Medici Vineyard","Patricia Green Cellars","Pinot Noir","Unknown","Medici Vineyard","USA","Oregon","Willamette Valley","Chehalem Mountains","","K&L Wine Merchants","5/16/2021","OrderId:100000460","Off-site Storage","11-E"
"200001367","0","0200001367","W967025_750ml","415.26","750ml","967025","Red","2008","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Cellar Allocation","5/13/2021","OrderId:500000060","Home Cellar","72-E"
"200001369","0","0200001369","W967025_750ml","415.26","750ml","967025","Red","2008","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Cellar Allocation","5/13/2021","OrderId:500000060","Off-site Storage","90-D"
"200001370","0","0200001370","W967025_750ml","415.26","750ml","967025","Red","2008","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Cellar Allocation","5/13/2021","OrderId:500000060","Off-site Storage","77-D"
"200001371","0","0200001371","W967025_750ml","415.26","750ml","967025","Red","2008","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Cellar Allocation","5/13/2021","OrderId:500000060","Kitchen","43-E"
"200001372","0","0200001372","W967025_750ml","415.26","750ml","967025","Red","2008","Cameron Rouge Clos Electrique","Cameron","Pinot Noir","Rouge","Clos Electrique","USA","Oregon","Unknown","Oregon","","Cellar Allocation","5/13/2021","OrderId:500000060","Home Cellar","63-F"
"200001373","0","0200001373","W1990123_750ml","51.49","750ml","1990123","Red","2013","Domaine Drouhin Oregon Pinot Noir Laurène","Domaine Drouhin Oregon","Pinot Noir","Laurène","Unknown","USA","Oregon","Willamette Valley","Dundee Hills","","Mailer","5/21/2021","OrderId:500000061","Kitchen","23-E"
"200001375","0","0200001375","W1990123_750ml","51.49","750ml","1990123","Red","2013","Domaine Drouhin Oregon Pinot Noir Laurène","Domaine Drouhin Oregon","Pinot Noir","Laurène","Unknown","USA","Oregon","Willamette Valley","Dundee Hills","","Mailer","5/21/2021","OrderId:500000061","Off-site Storage","03-E"
"200001376","0","0200001376","W1990123_750ml","51.49","750ml","1990123","Red","2013","Domaine Drouhin Oregon Pinot Noir Laurène","Domaine Drouhin Oregon","Pinot Noir","Laurène","Unknown","USA","Oregon","Willamette Valley","Dundee Hills","","Mailer","5/21/2021","OrderId:500000061","Home Cellar","53-D"
"200001377","0","0200001377","W2762858_750ml","74.00","750ml","2762858","Red","2016","Louis Jadot Gevrey-Chambertin 1er Cru Clos St. Jacques Domaine Louis Jadot","Louis Jadot","Pinot Noir","Domaine Louis Jadot","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","","Vinopolis","5/27/2021","OrderId:100000463","Kitchen","73-F"
"200001379","0","0200001379","W4241328_750ml","149.95","750ml","4241328","White","2020","Domaine Bruno Clair Corton-Charlemagne","Domaine Bruno Clair","Chardonnay","Unknown","Unknown","France","Burgundy","Côte de Beaune","Corton-Charlemagne Grand Cru","","Cellar Allocation","5/13/2021","OrderId:500000060","Home Cellar","22-C"
"200001382","0","0200001382","W3616012_750ml","39.46","750ml","3616012","Red","2019","Patricia Green Cellars Pinot Noir Dijon 115 Freedom Hill Vineyard","Patricia Green Cellars","Pinot Noir","Dijon 115","Freedom Hill Vineyard","USA","Oregon","Willamette Valley","Willamette Valley","nicked capsule","K&L Auctions","5/8/2021","OrderId:100000465","Home Cellar","67-F"
"200001386","0","0200001386","W1715943_750ml","92.19","750ml","1715943","Red","2011","Cameron Pinot Noir Abbey Ridge","Cameron","Pinot Noir","Unknown","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills","","Bottleshop","5/9/2021","OrderId:100000466","Off-site Storage","59-F"
"200001388","0","0200001388","W1715943_750ml","92.19","750ml","1715943","Red","2011","Cameron Pinot Noir Abbey Ridge","Cameron","Pinot Noir","Unknown","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills","","Bottleshop","5/9/2021","OrderId:100000466","Off-site Storage","17-F"
"200001389","0","0200001389","W1715943_750ml","92.19","750ml","1715943","Red","2011","Cameron Pinot Noir Abbey Ridge","Cameron","Pinot Noir","Unknown","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills","","Bottleshop","5/9/2021","OrderId:100000466","Kitchen","25-D"
"200001392","0","0200001392","W3616162_750ml","61.38","750ml","3616162","Red","2017","Drouhin Oregon Roserock Pinot Noir Zéphirine","Drouhin Oregon Roserock","Pinot Noir","Zéphirine","Unknown","USA","Oregon","Willamette Valley","Eola - Amity Hills","","Cellar Allocation","5/13/2021","OrderId:500000060","Kitchen","38-D"
"200001396","0","0200001396","W4200802_750ml","65.12","750ml","4200802","Red","2020","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","Rene Rostaing","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie","","Mailer","5/21/2021","OrderId:500000061","Home Cellar","62-E"
"200001397","0","0200001397","W3037426_750ml","456.03","750ml","3037426","Red","2017","Joseph Drouhin Musigny","Joseph Drouhin","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Musigny Grand Cru","","Chambers Street","5/23/2021","OrderId:100000470","Kitchen","90-C"
"200001398","0","0200001398","W4215381_750ml","64.87","750ml","4215381","Red","2020","Domaine Camus-Bruchon & Fils Savigny-lès-Beaune 1er Cru Narbantons","Domaine Camus-Bruchon & Fils","Pinot Noir","Unknown","Narbantons","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru","lightly scuffed label","K&L Auctions","5/22/2021","OrderId:100000471","Home Cellar","63-C"
"200001399","0","0200001399","W2800894_750ml","95.41","750ml","2800894","Red","2016","Rhys Pinot Noir Alpine Vineyard","Rhys","Pinot Noir","Unknown","Alpine Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","List Allocation","6/14/2021","OrderId:500000062","Home Cellar","96-C"
"200001404","0","0200001404","W2800894_750ml","95.41","750ml","2800894","Red","2016","Rhys Pinot Noir Alpine Vineyard","Rhys","Pinot Noir","Unknown","Alpine Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","List Allocation","6/14/2021","OrderId:500000062","Home Cellar","93-F"
"200001406","0","0200001406","W2800894_750ml","95.41","750ml","2800894","Red","2016","Rhys Pinot Noir Alpine Vineyard","Rhys","Pinot Noir","Unknown","Alpine Vineyard","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","List Allocation","6/14/2021","OrderId:500000062","Home Cellar","82-F"
"200001407","0","0200001407","W1728017_750ml","60.29","750ml","1728017","Red","2012","Rhys Pinot Noir Family Farm Vineyard","Rhys","Pinot Noir","Unknown","Family Farm Vineyard","USA","California","San Francisco Bay","San Mateo County","","Mailing List","6/1/2021","OrderId:500000063","Kitchen","50-B"
"200001408","0","0200001408","W1728017_750ml","60.29","750ml","1728017","Red","2012","Rhys Pinot Noir Family Farm Vineyard","Rhys","Pinot Noir","Unknown","Family Farm Vineyard","USA","California","San Francisco Bay","San Mateo County","","Mailing List","6/1/2021","OrderId:500000063","Kitchen","97-C"
"200001410","0","0200001410","W4798036_750ml","85.43","750ml","4798036","Red","2020","Cameron Julia Abbey Ridge","Cameron","Pinot Noir","Julia","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills","","List Allocation","6/14/2021","OrderId:500000062","Home Cellar","27-D"
"200001413","0","0200001413","W5071556_375ml","124.18","375ml","5071556","White - Sparkling","1001","Bérêche et Fils Champagne Grand Cru Aÿ","Bérêche et Fils","Champagne Blend","Unknown","Aÿ","France","Champagne","Unknown","Champagne Grand Cru","","Mailing List","6/1/2021","OrderId:500000063","Kitchen","18-F"
"200001414","0","0200001414","W5071556_375ml","124.18","375ml","5071556","White - Sparkling","1001","Bérêche et Fils Champagne Grand Cru Aÿ","Bérêche et Fils","Champagne Blend","Unknown","Aÿ","France","Champagne","Unknown","Champagne Grand Cru","","Mailing List","6/1/2021","OrderId:500000063","Off-site Storage","38-A"
"200001418","0","0200001418","W2293523_750ml","46.86","750ml","2293523","White - Sparkling","1001","Roger Coulon Champagne Premier Cru Heri-Hodie","Roger Coulon","Champagne Blend","Heri-Hodie","Unknown","France","Champagne","Unknown","Champagne Premier Cru","","Vinopolis","6/8/2021","OrderId:100000478","Off-site Storage","71-B"
"200001421","0","0200001421","W5074900_750ml","125.35","750ml","5074900","Red","2022","Domaine Jean-Marc / Thomas Bouley Pommard 1er Cru Les Fremiers","Domaine Jean-Marc / Thomas Bouley","Pinot Noir","Unknown","Les Fremiers","France","Burgundy","Côte de Beaune","Pommard 1er Cru","","List Allocation","6/14/2021","OrderId:500000062","Home Cellar","45-B"
"200001422","0","0200001422","W5074900_750ml","125.35","750ml","5074900","Red","2022","Domaine Jean-Marc / Thomas Bouley Pommard 1er Cru Les Fremiers","Domaine Jean-Marc / Thomas Bouley","Pinot Noir","Unknown","Les Fremiers","France","Burgundy","Côte de Beaune","Pommard 1er Cru","","List Allocation","6/14/2021","OrderId:500000062","Off-site Storage","18-F"
"200001424","0","0200001424","W4295270_750ml","76.62","750ml","4295270","Red","2018","Mount Eden Vineyards Cabernet Sauvignon","Mount Eden Vineyards","Cabernet Sauvignon","Unknown","Unknown","USA","California","Santa Cruz Mountains","Santa Cruz Mountains","","Vinopolis","7/4/2021","OrderId:100000481","Home Cellar",""
"200001426","0","0200001426","W3834454_750ml","383.26","750ml","3834454","Red","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","","Winery Direct","7/19/2021","OrderId:500000064","Home Cellar","61-D"
"200001427","0","0200001427","W2990857_750ml","101.16","750ml","2990857","Red","2017","Jacques-Frédéric Mugnier Nuits-Saint-Georges 1er Cru Clos de la Maréchale","Jacques-Frédéric Mugnier","Pinot Noir","Unknown","Clos de la Maréchale","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru","","Winery Direct","7/4/2021","OrderId:500000065","Off-site Storage","70-E"
"200001428","0","0200001428","W2990857_750ml","101.16","750ml","2990857","Red","2017","Jacques-Frédéric Mugnier Nuits-Saint-Georges 1er Cru Clos de la Maréchale","Jacques-Frédéric Mugnier","Pinot Noir","Unknown","Clos de la Maréchale","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru","","Winery Direct","7/4/2021","OrderId:500000065","Home Cellar","47-A"
"200001433","0","0200001433","W2061850_750ml","36.85","750ml","2061850","Red","2013","Failla Pinot Noir Hirsch Vineyard","Failla","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Flatiron Wines","7/17/2021","OrderId:100000485","Kitchen","56-A"
"200001441","0","0200001441","W3353640_750ml","59.55","750ml","3353640","Red","2018","Domaine Michel Lafarge Volnay 1er Cru Clos des Chênes","Domaine Michel Lafarge","Pinot Noir","Unknown","Clos des Chênes","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","K&L Auctions","7/10/2021","OrderId:100000487","Off-site Storage","46-D"
