"iWine","iPurchase","PurchaseDate","DeliveryDate","StoreName","Currency","ExchangeRate","Price","NativePrice","NativePriceCurrency","Quantity","Remaining","OrderNumber","Delivered","Size","Vintage","Wine","Locale","Type","Color","Category","Producer","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"4151173","100000020","6/9/2023","7/27/2024","Mailing List","USD","1","203.22","203.22","USD","2","0","OrderId:500000000","True","1.5L","1001","Pierre Gerbais Champagne Extra Brut Les Grandes Côtes","France, Champagne","White - Sparkling","Red","Dry","Pierre Gerbais","Pinot Noir","Pinot Noir","Extra Brut","Les Grandes Côtes","France","Champagne","Unknown","Champagne"
"4708478","100000021","6/14/2023","7/3/2023","Chambers Street","USD","1","160.27","160.27","USD","4","0","OrderId:100000021","True","750ml","2019","Savart Champagne Premier Cru Le Mont Benoit","France, Champagne, Champagne Premier Cru","White - Sparkling","White","Sparkling","Savart","Champagne Blend","Champagne Blend","Le Mont Benoit","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"5163406","100000022","6/2/2023","8/17/2023","K&L Auctions","USD","1","151.78","151.78","USD","1","0","OrderId:100000022","True","1.5L","2023","Alain Hudelot-Noëllat Chambolle-Musigny","France, Burgundy, Côte de Nuits, Chambolle-Musigny","Red","Red","Dry","Alain Hudelot-Noëllat","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chambolle-Musigny"
"4199671","100000023","6/11/2023","6/19/2023","Chambers Street","USD","1","61.42","61.42","USD","1","0","OrderId:100000023","True","750ml","2015","Jacques Lassaigne Champagne Les Vignes de Montgueux Blanc de Blancs Brut","France, Champagne","White - Sparkling","White","Sparkling","Jacques Lassaigne","Chardonnay","Chardonnay","Les Vignes de Montgueux Blanc de Blancs Brut","Unknown","France","Champagne","Unknown","Champagne"
"5734720","100000024","6/22/2023","9/4/2023","Flatiron Wines","USD","1","80.63","80.63","USD","2","0","OrderId:100000024","True","750ml","2018","Maxime Blin Coteaux Champenois Terre de Sable","France, Champagne, Coteaux Champenois","White","White","Dry","Maxime Blin","Pinot Noir","Pinot Noir","Unknown","Terre de Sable","France","Champagne","Unknown","Coteaux Champenois"
"5509529","100000025","6/26/2023","9/3/2023","Bottleshop","USD","1","166.01","166.01","USD","1","0","OrderId:100000025","True","750ml","1001","Roses de Jeanne / Cédric Bouchard Champagne VV/R23","France, Champagne","White - Sparkling","White","Sparkling","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","VV/R23","Unknown","France","Champagne","Unknown","Champagne"
"1683286","100000026","6/15/2023","4/30/2026","Chambers Street","USD","1","135.05","135.05","USD","4","0","OrderId:100000026","True","750ml","2012","Louis Jadot Gevrey-Chambertin 1er Cru Clos St. Jacques Domaine Louis Jadot","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Red","Dry","Louis Jadot","Pinot Noir","Pinot Noir","Domaine Louis Jadot","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"1397243","100000027","6/19/2023","8/16/2023","Chambers Street","USD","1","249.47","249.47","USD","1","0","OrderId:100000027","True","750ml","1001","Ulysse Collin Champagne Blanc de Noirs Extra Brut Les Maillons","France, Champagne","White - Sparkling","White","Sparkling","Ulysse Collin","Pinot Noir","Pinot Noir","Blanc de Noirs Extra Brut","Les Maillons","France","Champagne","Unknown","Champagne"
"5050215","100000028","6/9/2023","3/17/2024","Mailing List","USD","1","234.62","234.62","USD","5","0","OrderId:500000000","True","750ml","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","White - Sparkling","White","Sparkling","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne"
"3635886","100000029","6/5/2023","7/3/2023","Chambers Street","USD","1","101.18","101.18","USD","7","0","OrderId:100000029","True","750ml","2018","Déhu Père & Fils Champagne Cuvée La Rue des Noyers Extra Brut","France, Champagne","White - Sparkling","White","Sparkling","Déhu Père & Fils","Pinot Meunier","Pinot Meunier","Cuvée La Rue des Noyers Extra Brut","Unknown","France","Champagne","Unknown","Champagne"
"4241328","100000030","6/15/2023","8/6/2023","Bottle Barn","USD","1","207.40","207.40","USD","2","0","OrderId:100000030","True","750ml","2020","Domaine Bruno Clair Corton-Charlemagne","France, Burgundy, Côte de Beaune, Corton-Charlemagne Grand Cru","White","White","Dry","Domaine Bruno Clair","Chardonnay","Chardonnay","Unknown","Unknown","France","Burgundy","Côte de Beaune","Corton-Charlemagne Grand Cru"
"4199671","100000031","6/2/2023","7/22/2023","Bottle Barn","USD","1","64.75","64.75","USD","3","0","OrderId:100000031","True","750ml","2015","Jacques Lassaigne Champagne Les Vignes de Montgueux Blanc de Blancs Brut","France, Champagne","White - Sparkling","White","Sparkling","Jacques Lassaigne","Chardonnay","Chardonnay","Les Vignes de Montgueux Blanc de Blancs Brut","Unknown","France","Champagne","Unknown","Champagne"
"3909023","100000032","6/3/2023","8/17/2023","Gift","USD","1","0.00","0.00","USD","2","0","OrderId:100000032","True","750ml","2008","Jacques Selosse Millésimé","France, Champagne, Champagne Premier Cru","White - Sparkling","Red","Dry","Jacques Selosse","Chardonnay","Chardonnay","Millésimé","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"4153349","100000033","6/25/2023","7/5/2023","Bottle Barn","USD","1","23.68","23.68","USD","4","0","OrderId:100000033","True","750ml","2019","Claire Hill Zinfandel North Ponderosa Vineyard","USA, California, Sierra Foothills, North Yuba","Red","Red","Dry","Claire Hill","Zinfandel","Zinfandel","Unknown","North Ponderosa Vineyard","USA","California","Sierra Foothills","North Yuba"
"4892150","100000034","7/18/2023","1/31/2024","Mailing List","USD","1","110.98","110.98","USD","1","0","OrderId:500000001","True","750ml","2022","Morgen Long Chardonnay Temperance Hill","USA, Oregon, Willamette Valley, Eola - Amity Hills","White","White","Dry","Morgen Long","Chardonnay","Chardonnay","Unknown","Temperance Hill","USA","Oregon","Willamette Valley","Eola - Amity Hills"
"5729858","100000035","7/21/2023","10/15/2023","Liner & Elsen","USD","1","213.31","213.31","USD","1","0","OrderId:100000035","True","1.5L","2023","Martin Muthenthaler Grüner Veltliner Ried Schon-Viessling","Austria, Niederösterreich, Wachau","White","White","Dry","Martin Muthenthaler","Grüner Veltliner","Grüner Veltliner","Unknown","Ried Schon-Viessling","Austria","Niederösterreich","Wachau","Unknown"
"4194053","100000036","7/27/2023","8/27/2023","Astor Wines","USD","1","69.91","69.91","USD","3","0","OrderId:100000036","True","750ml","2020","Domaine Bruno Clair Savigny-lès-Beaune 1er Cru La Dominode","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune 1er Cru","Red","Red","Dry","Domaine Bruno Clair","Pinot Noir","Pinot Noir","Unknown","La Dominode","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru"
"2376876","100000037","7/18/2023","9/20/2023","Mailing List","USD","1","100.49","100.49","USD","3","0","OrderId:500000001","True","750ml","2014","Domaine Stephane Magnien Clos Saint-Denis","France, Burgundy, Côte de Nuits, Clos Saint-Denis Grand Cru","Red","Red","Dry","Domaine Stephane Magnien","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru"
"5479669","100000038","7/4/2023","9/20/2023","Astor Wines","USD","1","166.24","166.24","USD","5","0","OrderId:100000038","True","750ml","2021","Savart Champagne Premier Cru Les Noues","France, Champagne, Champagne Premier Cru","White - Sparkling","White","Sparkling","Savart","Pinot Noir","Pinot Noir","Les Noues","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"2523953","100000039","7/21/2023","8/23/2023","Gift","USD","1","0.00","0.00","USD","4","0","OrderId:100000039","True","1.5L","1001","Krug Champagne Brut Grande Cuvée Edition 163eme","France, Champagne","White - Sparkling","White","Sparkling","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 163eme","Unknown","France","Champagne","Unknown","Champagne"
"4632447","100000040","7/19/2023","9/11/2023","K&L Auctions","USD","1","462.24","462.24","USD","2","0","OrderId:100000040","True","750ml","2021","Patricia Green Cellars Chardonnay Estate","USA, Oregon, Willamette Valley, Ribbon Ridge","White","White","Dry","Patricia Green Cellars","Chardonnay","Chardonnay","Estate","Unknown","USA","Oregon","Willamette Valley","Ribbon Ridge"
"4567028","100000041","7/1/2023","9/16/2023","Astor Wines","USD","1","81.31","81.31","USD","3","0","OrderId:100000041","True","750ml","2018","Frédéric Savart / Drémont Père & Fils Champagne Grand Cru Éphémère 018","France, Champagne, Champagne Grand Cru","White - Sparkling","Red","Dry","Frédéric Savart / Drémont Père & Fils","Chardonnay","Chardonnay","Éphémère 018","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"1078221","100000042","7/10/2023","8/5/2023","WineBid","USD","1","48.30","48.30","USD","1","0","OrderId:100000042","True","750ml","1001","Jacques Lassaigne Champagne Extra Brut Blanc de Blancs Les Vignes de Montgueux","France, Champagne","White - Sparkling","White","Sparkling","Jacques Lassaigne","Chardonnay","Chardonnay","Extra Brut Blanc de Blancs Les Vignes de Montgueux","Unknown","France","Champagne","Unknown","Champagne"
"4893465","100000043","7/18/2023","9/28/2023","K&L Auctions","USD","1","26.99","26.99","USD","3","0","OrderId:100000043","True","375ml","2022","Williams Selyem Pinot Noir Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast"
"5060487","100000044","7/18/2023","9/7/2023","Mailing List","USD","1","1284.83","1284.83","USD","2","0","OrderId:500000001","True","750ml","2021","Domaine Robert Arnoux / Arnoux-Lachaux Echezeaux Les Rouges","France, Burgundy, Côte de Nuits, Echezeaux Grand Cru","Red","Red","Dry","Domaine Robert Arnoux / Arnoux-Lachaux","Pinot Noir","Pinot Noir","Les Rouges","Unknown","France","Burgundy","Côte de Nuits","Echezeaux Grand Cru"
"5479669","100000045","7/9/2023","8/20/2023","K&L Wine Merchants","USD","1","200.09","200.09","USD","2","0","OrderId:100000045","True","750ml","2021","Savart Champagne Premier Cru Les Noues","France, Champagne, Champagne Premier Cru","White - Sparkling","White","Sparkling","Savart","Pinot Noir","Pinot Noir","Les Noues","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"2434735","100000046","7/3/2023","8/14/2023","WineBid","USD","1","140.91","140.91","USD","2","0","OrderId:100000046","True","375ml","1001","Krug Champagne Brut Grande Cuvée Edition 162eme","France, Champagne","White - Sparkling","White","Sparkling","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 162eme","Unknown","France","Champagne","Unknown","Champagne"
"2879253","100000047","7/18/2023","8/14/2023","Flatiron Wines","USD","1","253.92","253.92","USD","3","0","OrderId:100000047","True","750ml","1001","Krug Champagne Brut Grande Cuvée Edition 165eme","France, Champagne","White - Sparkling","White","Sparkling","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 165eme","Unknown","France","Champagne","Unknown","Champagne"
"5200954","100000048","7/27/2023","8/7/2023","Bottle Barn","USD","1","326.11","326.11","USD","6","0","OrderId:100000048","True","750ml","2023","Jérôme Prévost Champagne Grand Cru La Closerie","France, Champagne, Champagne Grand Cru","White - Sparkling","White","Sparkling","Jérôme Prévost","Champagne Blend","Champagne Blend","La Closerie","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"4664536","100000049","8/26/2023","10/4/2023","WineBid","USD","1","87.76","87.76","USD","8","0","OrderId:100000049","True","750ml","2015","Dehours Champagne Brut Millésimé","France, Champagne","White - Sparkling","White","Sparkling","Dehours","Champagne Blend","Champagne Blend","Brut Millésimé","Unknown","France","Champagne","Unknown","Champagne"
"882264","100000050","8/15/2023","10/21/2023","K&L Wine Merchants","USD","1","165.59","165.59","USD","1","0","OrderId:100000050","True","750ml","1001","Egly-Ouriet Champagne Grand Cru VP","France, Champagne, Champagne Grand Cru","White - Sparkling","White","Sparkling","Egly-Ouriet","Champagne Blend","Champagne Blend","VP","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"1397243","100000051","8/6/2023","11/1/2023","Astor Wines","USD","1","313.44","313.44","USD","3","0","OrderId:100000051","True","750ml","1001","Ulysse Collin Champagne Blanc de Noirs Extra Brut Les Maillons","France, Champagne","White - Sparkling","White","Sparkling","Ulysse Collin","Pinot Noir","Pinot Noir","Blanc de Noirs Extra Brut","Les Maillons","France","Champagne","Unknown","Champagne"
"2882411","100000052","8/7/2023","1/19/2024","Mailing List","USD","1","267.27","267.27","USD","1","0","OrderId:500000002","True","750ml","1001","Krug Champagne Brut Grande Cuvée Edition 166eme","France, Champagne","White - Sparkling","White","Sparkling","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 166eme","Unknown","France","Champagne","Unknown","Champagne"
"219158","100000053","8/7/2023","4/17/2024","Mailing List","USD","1","133.62","133.62","USD","2","0","OrderId:500000002","True","1.5L","1001","Pierre Péters Champagne Grand Cru Blanc de Blancs Cuvée de Réserve","France, Champagne, Champagne Grand Cru","White - Sparkling","White","Sparkling","Pierre Péters","Chardonnay","Chardonnay","Blanc de Blancs Cuvée de Réserve","Unknown","France","Champagne","Unknown","Champagne Grand Cru"
"457665","100000054","8/8/2023","9/4/2023","Flatiron Wines","USD","1","135.84","135.84","USD","1","0","OrderId:100000054","True","1.5L","1001","Vilmart & Cie Champagne Premier Cru Grande Réserve","France, Champagne, Champagne Premier Cru","White - Sparkling","White","Sparkling","Vilmart & Cie","Champagne Blend","Champagne Blend","Grande Réserve","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"5509529","100000055","8/18/2023","10/17/2023","Liner & Elsen","USD","1","171.35","171.35","USD","1","0","OrderId:100000055","True","750ml","1001","Roses de Jeanne / Cédric Bouchard Champagne VV/R23","France, Champagne","White - Sparkling","White","Sparkling","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","VV/R23","Unknown","France","Champagne","Unknown","Champagne"
"205691","100000056","8/6/2023","9/21/2023","WineBid","USD","1","51.45","51.45","USD","1","0","OrderId:100000056","True","750ml","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","White - Sparkling","White","Sparkling","Bollinger","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne"
"3335386","100000057","8/4/2023","10/27/2023","K&L Auctions","USD","1","92.23","92.23","USD","9","0","OrderId:100000057","True","750ml","2018","Jacques-Frédéric Mugnier Nuits-Saint-Georges 1er Cru Clos de la Maréchale","France, Burgundy, Côte de Nuits, Nuits-Saint-Georges 1er Cru","Red","Red","Dry","Jacques-Frédéric Mugnier","Pinot Noir","Pinot Noir","Unknown","Clos de la Maréchale","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru"
"2309377","100000058","8/3/2023","12/10/2025","Chambers Street","USD","1","100.42","100.42","USD","2","0","OrderId:100000058","True","750ml","2014","Domaine Arlaud Morey-Saint-Denis 1er Cru Les Ruchots","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Red","Dry","Domaine Arlaud","Pinot Noir","Pinot Noir","Unknown","Les Ruchots","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"5050215","100000059","8/7/2023","2/15/2024","Mailing List","USD","1","238.12","238.12","USD","5","0","OrderId:500000002","True","750ml","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","White - Sparkling","White","Sparkling","Roses de Jeanne / Cédric Bouchard","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne"
"2882411","100000060","8/7/2023","7/27/2024","Mailing List","USD","1","588.15","588.15","USD","1","0","OrderId:500000002","True","1.5L","1001","Krug Champagne Brut Grande Cuvée Edition 166eme","France, Champagne","White - Sparkling","White","Sparkling","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 166eme","Unknown","France","Champagne","Unknown","Champagne"
"4924420","100000061","8/19/2023","9/26/2023","K&L Auctions","USD","1","201.14","201.14","USD","1","0","OrderId:100000061","True","750ml","2020","Vietti Barolo Cerequio","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Vietti","Nebbiolo","Nebbiolo","Unknown","Cerequio","Italy","Piedmont","Langhe","Barolo"
"5139431","100000062","8/9/2023","9/11/2023","Bottle Barn","USD","1","68.68","68.68","USD","7","0","OrderId:100000062","True","750ml","1001","Elise Dechannes Champagne L'Alpha & L'Omega Les Riceys","France, Champagne","White - Sparkling","White","Sparkling","Elise Dechannes","Pinot Noir","Pinot Noir","L'Alpha & L'Omega","Les Riceys","France","Champagne","Unknown","Champagne"
"63885","100000063","8/8/2023","10/19/2023","WineBid","USD","1","195.77","195.77","USD","2","0","OrderId:100000063","True","750ml","2000","Domaine Bruno Clair Gevrey-Chambertin 1er Cru Clos St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Red","Dry","Domaine Bruno Clair","Pinot Noir","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"5158344","100000064","8/27/2023","11/14/2023","WineBid","USD","1","89.16","89.16","USD","5","0","OrderId:100000064","True","750ml","2022","Hirsch Vineyards Pinot Noir Maritime","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Hirsch Vineyards","Pinot Noir","Pinot Noir","Maritime","Unknown","USA","California","Sonoma County","Sonoma Coast"
"3896888","100000065","9/26/2023","12/7/2023","K&L Auctions","USD","1","78.27","78.27","USD","2","0","OrderId:100000065","True","750ml","2020","Domaine Amiot-Servelle Chambolle-Musigny","France, Burgundy, Côte de Nuits, Chambolle-Musigny","Red","Red","Dry","Domaine Amiot-Servelle","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chambolle-Musigny"
"2434732","100000066","9/1/2023","11/25/2023","K&L Auctions","USD","1","272.16","272.16","USD","4","0","OrderId:100000066","True","750ml","1001","Krug Champagne Brut Grande Cuvée Edition 161eme","France, Champagne","White - Sparkling","White","Sparkling","Krug","Champagne Blend","Champagne Blend","Brut Grande Cuvée Edition 161eme","Unknown","France","Champagne","Unknown","Champagne"
"4559872","100000067","9/10/2023","11/22/2023","Astor Wines","USD","1","395.96","395.96","USD","1","0","OrderId:100000067","True","750ml","2021","Domaine Bruno Clair Chambertin-Clos de Bèze","France, Burgundy, Côte de Nuits, Chambertin-Clos de Bèze Grand Cru","Red","Red","Dry","Domaine Bruno Clair","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Chambertin-Clos de Bèze Grand Cru"
"5691863","100000068","9/3/2023","11/1/2023","Bottle Barn","USD","1","42.72","42.72","USD","1","0","OrderId:100000068","True","750ml","2024","Morgen Long Chardonnay Pink Label","USA, Oregon, Willamette Valley","Rosé","Rosé","Dry","Morgen Long","Chardonnay","Chardonnay","Pink Label","Unknown","USA","Oregon","Willamette Valley","Willamette Valley"
"2918680","100000069","9/19/2023","10/26/2023","Astor Wines","USD","1","198.69","198.69","USD","7","0","OrderId:100000069","True","750ml","2014","Comm. G.B. Burlotto Barolo Monvigliero","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Comm. G.B. Burlotto","Nebbiolo","Nebbiolo","Unknown","Monvigliero","Italy","Piedmont","Langhe","Barolo"
