"iWine","iPurchase","PurchaseDate","DeliveryDate","StoreName","Currency","ExchangeRate","Price","NativePrice","NativePriceCurrency","Quantity","Remaining","OrderNumber","Delivered","Size","Vintage","Wine","Locale","Type","Color","Category","Producer","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"442498","100000010","5/25/2013","8/6/2013","Total Wine","USD","1","169.47","169.47","USD","2","0","OrderId:100000010","True","750ml","2004","Bruno Giacosa Barolo Falletto di Serralunga d'Alba","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Bruno Giacosa","Nebbiolo","Nebbiolo","Unknown","Falletto di Serralunga d'Alba","Italy","Piedmont","Langhe","Barolo"
"917118","100000011","5/10/2013","6/28/2013","WineBid","USD","1","35.15","35.15","USD","1","0","OrderId:100000011","True","750ml","2009","Joseph Drouhin Beaune 1er Cru Clos des Mouches Rouge","France, Burgundy, Côte de Beaune, Beaune 1er Cru","Red","Red","Dry","Joseph Drouhin","Pinot Noir","Pinot Noir","Rouge","Clos des Mouches","France","Burgundy","Côte de Beaune","Beaune 1er Cru"
"2007640","100000012","5/11/2013","5/26/2013","WineBid","USD","1","23.15","23.15","USD","5","0","OrderId:100000012","True","750ml","2013","Domaine Robert Chevillon Nuits-Saint-Georges 1er Cru Les Chaignots","France, Burgundy, Côte de Nuits, Nuits-Saint-Georges 1er Cru","Red","Red","Dry","Domaine Robert Chevillon","Pinot Noir","Pinot Noir","Unknown","Les Chaignots","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru"
"1745791","100000013","5/7/2013","6/6/2013","Hart Davis Hart","USD","1","29.06","29.06","USD","3","0","OrderId:100000013","True","750ml","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"1030769","100000014","5/14/2013","7/23/2013","Storyteller","USD","1","45.26","45.26","USD","3","0","OrderId:100000014","True","750ml","2009","Philip Togni Cabernet Sauvignon","USA, California, Napa Valley, Spring Mountain District","Red","Red","Dry","Philip Togni","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Napa Valley","Spring Mountain District"
"2894456","100000015","5/3/2013","5/22/2013","K&L Auctions","USD","1","130.69","130.69","USD","3","0","OrderId:100000015","True","1.5L","2014","Vietti Barolo Rocche di Castiglione","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Vietti","Nebbiolo","Nebbiolo","Unknown","Rocche di Castiglione","Italy","Piedmont","Langhe","Barolo"
"224317","100000016","5/12/2013","7/22/2013","Hart Davis Hart","USD","1","29.00","29.00","USD","1","0","OrderId:100000016","True","750ml","2004","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"1573405","100000017","5/23/2013","8/18/2013","Spectrum Wine Auctions","USD","1","70.89","70.89","USD","5","0","OrderId:100000017","True","1.5L","2011","Domaine des Comtes Lafon Monthélie 1er Cru Les Duresses","France, Burgundy, Côte de Beaune, Monthélie 1er Cru","Red","Red","Dry","Domaine des Comtes Lafon","Pinot Noir","Pinot Noir","Unknown","Les Duresses","France","Burgundy","Côte de Beaune","Monthélie 1er Cru"
"1608","100000018","5/26/2013","3/24/2016","Wally's","USD","1","116.08","116.08","USD","3","0","OrderId:100000018","True","750ml","1986","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Lynch-Bages","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"4778","100000019","5/11/2013","11/9/2014","K&L Wine Merchants","USD","1","56.26","56.26","USD","2","0","OrderId:100000019","True","750ml","1989","Château Latour Grand Vin","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Latour","Red Bordeaux Blend","Red Bordeaux Blend","Grand Vin","Unknown","France","Bordeaux","Médoc","Pauillac"
"3558306","100000020","5/18/2013","6/16/2013","Storyteller","USD","1","44.99","44.99","USD","1","0","OrderId:100000020","True","750ml","2012","Bollinger Champagne La Grande Année Rosé","France, Champagne","Rosé - Sparkling","Red","Dry","Bollinger","Champagne Blend","Champagne Blend","La Grande Année Rosé","Unknown","France","Champagne","Unknown","Champagne"
"4294986","100000021","5/13/2013","7/28/2013","Zachys","USD","1","190.05","190.05","USD","2","0","OrderId:100000021","True","750ml","2000","Emidio Pepe Montepulciano d'Abruzzo Vecchie Vigne","Italy, Abruzzi, Montepulciano d'Abruzzo","Red","Red","Dry","Emidio Pepe","Montepulciano","Montepulciano","Vecchie Vigne","Unknown","Italy","Abruzzi","Unknown","Montepulciano d'Abruzzo"
"829003","100000022","5/27/2013","7/21/2013","WineBid","USD","1","82.22","82.22","USD","5","0","OrderId:100000022","True","750ml","2006","Domaine Fourrier Chambolle-Musigny 1er Cru Les Gruenchers Vieille Vigne","France, Burgundy, Côte de Nuits, Chambolle-Musigny 1er Cru","Red","Red","Dry","Domaine Fourrier","Pinot Noir","Pinot Noir","Vieille Vigne","Les Gruenchers","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru"
"1608","100000023","6/21/2013","7/20/2013","Storyteller","USD","1","103.05","103.05","USD","1","0","OrderId:100000023","True","750ml","1986","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Lynch-Bages","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"2611451","100000024","6/2/2013","6/16/2013","Zachys","USD","1","80.88","80.88","USD","1","0","OrderId:100000024","True","750ml","2014","Pride Mountain Vineyards Reserve Claret","USA, California, North Coast, Napa / Sonoma","Red","Red","Dry","Pride Mountain Vineyards","Red Bordeaux Blend","Red Bordeaux Blend","Reserve Claret","Unknown","USA","California","North Coast","Napa / Sonoma"
"1102948","100000025","6/2/2013","7/10/2013","Total Wine","USD","1","74.18","74.18","USD","1","0","OrderId:100000025","True","750ml","2007","Vietti Barolo Brunate","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Vietti","Nebbiolo","Nebbiolo","Unknown","Brunate","Italy","Piedmont","Langhe","Barolo"
"2039652","100000026","6/23/2013","8/19/2013","Hart Davis Hart","USD","1","32.00","32.00","USD","7","0","OrderId:100000026","True","750ml","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"1600852","100000027","6/27/2013","7/29/2013","K&L Auctions","USD","1","56.02","56.02","USD","1","0","OrderId:100000027","True","750ml","2012","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Lynch-Bages","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"2894456","100000028","6/22/2013","7/7/2013","WineBid","USD","1","69.54","69.54","USD","1","0","OrderId:100000028","True","750ml","2014","Vietti Barolo Rocche di Castiglione","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Vietti","Nebbiolo","Nebbiolo","Unknown","Rocche di Castiglione","Italy","Piedmont","Langhe","Barolo"
"275134","100000029","6/21/2013","8/15/2013","Spectrum Wine Auctions","USD","1","52.26","52.26","USD","2","0","OrderId:100000029","True","750ml","1979","Joseph Swan Vineyards Zinfandel Sonoma County","USA, California, Sonoma County","Red","Red","Dry","Joseph Swan Vineyards","Zinfandel","Zinfandel","Unknown","Unknown","USA","California","Sonoma County","Sonoma County"
"2061850","100000030","6/1/2013","8/17/2013","Acker Merrall","USD","1","23.38","23.38","USD","5","0","OrderId:100000030","True","750ml","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Failla","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"2527","100000031","6/4/2013","7/4/2013","Hart Davis Hart","USD","1","70.90","70.90","USD","2","0","OrderId:100000031","True","750ml","2001","Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Spätlese","Germany, Mosel Saar Ruwer","White - Off-dry","White","Dry","Joh. Jos. Prüm","Riesling","Riesling","Spätlese","Wehlener Sonnenuhr","Germany","Mosel Saar Ruwer","Unknown","Unknown"
"2061850","100000032","6/8/2013","6/29/2013","Zachys","USD","1","23.49","23.49","USD","1","0","OrderId:100000032","True","750ml","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Failla","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"1608","100000033","6/25/2013","8/27/2013","Spectrum Wine Auctions","USD","1","130.24","130.24","USD","2","0","OrderId:100000033","True","750ml","1986","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Lynch-Bages","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"5094335","100000034","6/1/2013","7/27/2013","K&L Auctions","USD","1","11.86","11.86","USD","2","0","OrderId:100000034","True","375ml","2012","Daniel-Etienne Defaix Chablis 1er Cru Les Lys","France, Burgundy, Chablis, Chablis 1er Cru","White","White","Dry","Daniel-Etienne Defaix","Chardonnay","Chardonnay","Unknown","Les Lys","France","Burgundy","Chablis","Chablis 1er Cru"
"2061850","100000035","6/15/2013","2/17/2014","Winery Direct","USD","1","21.83","21.83","USD","2","0","OrderId:100000035","True","750ml","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Failla","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"18552","100000036","6/25/2013","8/29/2013","Total Wine","USD","1","235.61","235.61","USD","1","0","OrderId:100000036","True","1.5L","2003","Château Montrose","France, Bordeaux, Médoc, Saint-Estèphe","Red","Red","Dry","Château Montrose","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Estèphe"
"528214","100000037","6/10/2013","6/22/2013","Storyteller","USD","1","25.95","25.95","USD","1","0","OrderId:100000037","True","750ml","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"1752163","100000038","7/19/2013","10/7/2013","Spectrum Wine Auctions","USD","1","82.94","82.94","USD","3","0","OrderId:100000038","True","750ml","2002","AR.PE.PE. Valtellina Superiore - Sassella Riserva Rocce Rosse","Italy, Lombardia, Valtellina, Valtellina Superiore - Sassella","Red","Red","Dry","AR.PE.PE.","Nebbiolo","Nebbiolo","Riserva","Rocce Rosse","Italy","Lombardia","Valtellina","Valtellina Superiore - Sassella"
"2148122","100000039","7/15/2013","7/31/2013","Premier Cru","USD","1","28.06","28.06","USD","2","0","OrderId:100000039","True","750ml","2013","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"2039652","100000040","7/12/2013","8/24/2013","Spectrum Wine Auctions","USD","1","35.45","35.45","USD","1","0","OrderId:100000040","True","750ml","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"2061850","100000041","7/27/2013","8/16/2013","K&L Auctions","USD","1","22.10","22.10","USD","3","0","OrderId:100000041","True","750ml","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Failla","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"12901","100000042","7/23/2013","10/12/2013","Storyteller","USD","1","64.81","64.81","USD","1","0","OrderId:100000042","True","750ml","1995","Pride Mountain Vineyards Cabernet Sauvignon Reserve","USA, California, Napa Valley","Red","Red","Dry","Pride Mountain Vineyards","Cabernet Sauvignon","Cabernet Sauvignon","Reserve","Unknown","USA","California","Napa Valley","Napa Valley"
"192450","100000043","7/9/2013","8/19/2013","Spectrum Wine Auctions","USD","1","50.92","50.92","USD","2","0","OrderId:100000043","True","750ml","2005","Ridge Monte Bello","USA, California, Santa Cruz Mountains","Red","Red","Dry","Ridge","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"1923008","100000044","7/15/2013","8/11/2013","Premier Cru","USD","1","109.68","109.68","USD","1","0","OrderId:100000044","True","750ml","2010","Tenuta Greppo (Biondi-Santi) Brunello di Montalcino","Italy, Tuscany, Montalcino, Brunello di Montalcino","Red","Red","Dry","Tenuta Greppo (Biondi-Santi)","Sangiovese","Sangiovese","Unknown","Unknown","Italy","Tuscany","Montalcino","Brunello di Montalcino"
"422","100000045","7/23/2013","10/13/2013","WineBid","USD","1","59.69","59.69","USD","2","0","OrderId:100000045","True","750ml","1001","Veuve Clicquot Champagne Brut","France, Champagne","White - Sparkling","Red","Dry","Veuve Clicquot","Champagne Blend","Champagne Blend","Brut","Unknown","France","Champagne","Unknown","Champagne"
"1538878","100000046","7/4/2013","9/1/2013","K&L Auctions","USD","1","80.41","80.41","USD","2","0","OrderId:100000046","True","750ml","2011","Domaine Fourrier Gevrey-Chambertin 1er Cru Combe aux Moines Vieille Vigne","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Red","Dry","Domaine Fourrier","Pinot Noir","Pinot Noir","Vieille Vigne","Combe aux Moines","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"1575","100000047","7/10/2013","9/1/2013","WineBid","USD","1","52.66","52.66","USD","3","0","OrderId:100000047","True","750ml","1995","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Lynch-Bages","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"528214","100000048","8/24/2013","11/20/2013","Acker Merrall","USD","1","34.61","34.61","USD","1","0","OrderId:100000048","True","750ml","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"3401","100000049","8/19/2013","9/16/2013","Zachys","USD","1","63.49","63.49","USD","3","0","OrderId:100000049","True","750ml","2000","Château Beychevelle","France, Bordeaux, Médoc, Saint-Julien","Red","Red","Dry","Château Beychevelle","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Saint-Julien"
"528214","100000050","8/23/2013","11/7/2013","Zachys","USD","1","32.84","32.84","USD","1","0","OrderId:100000050","True","750ml","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"689031","100000051","8/6/2013","8/22/2013","K&L Auctions","USD","1","100.45","100.45","USD","3","0","OrderId:100000051","True","750ml","1974","Ridge Zinfandel Monte Bello","USA, California, Santa Cruz Mountains","Red","Red","Dry","Ridge","Zinfandel","Zinfandel","Unknown","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"80128","100000052","8/23/2013","10/9/2013","WineBid","USD","1","47.31","47.31","USD","1","0","OrderId:100000052","True","750ml","1001","André Clouet Champagne Grande Réserve Brut","France, Champagne","White - Sparkling","Red","Dry","André Clouet","Pinot Noir","Pinot Noir","Grande Réserve Brut","Unknown","France","Champagne","Unknown","Champagne"
"5320","100000053","8/6/2013","11/1/2013","K&L Auctions","USD","1","124.74","124.74","USD","2","0","OrderId:100000053","True","750ml","1991","Heitz Cellar Cabernet Sauvignon Martha's Vineyard","USA, California, Napa Valley, Oakville","Red","Red","Dry","Heitz Cellar","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Martha's Vineyard","USA","California","Napa Valley","Oakville"
"1877923","100000054","8/18/2013","9/6/2013","Acker Merrall","USD","1","50.11","50.11","USD","5","0","OrderId:100000054","True","750ml","2012","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"5588474","100000055","8/11/2013","10/14/2013","K&L Auctions","USD","1","103.58","103.58","USD","2","0","OrderId:100000055","True","750ml","1001","Anne et Jean-François Ganevat Arbois Le Clos","France, Jura, Arbois","White","White","Dry","Anne et Jean-François Ganevat","Savagnin","Savagnin","Unknown","Le Clos","France","Jura","Unknown","Arbois"
"2030020","100000056","8/26/2013","10/18/2013","Liner & Elsen","USD","1","192.08","192.08","USD","1","0","OrderId:100000056","True","750ml","2013","Domaine Armand Rousseau Père et Fils Charmes-Chambertin","France, Burgundy, Côte de Nuits, Charmes-Chambertin Grand Cru","Red","Red","Dry","Domaine Armand Rousseau Père et Fils","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Charmes-Chambertin Grand Cru"
"2039652","100000057","8/12/2013","10/19/2013","Hart Davis Hart","USD","1","33.40","33.40","USD","2","0","OrderId:100000057","True","750ml","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"1745791","100000058","8/13/2013","10/28/2013","K&L Wine Merchants","USD","1","24.68","24.68","USD","1","0","OrderId:100000058","True","750ml","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"2894456","100000059","8/22/2013","10/2/2013","K&L Auctions","USD","1","55.25","55.25","USD","1","0","OrderId:100000059","True","750ml","2014","Vietti Barolo Rocche di Castiglione","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Vietti","Nebbiolo","Nebbiolo","Unknown","Rocche di Castiglione","Italy","Piedmont","Langhe","Barolo"
"1436116","100000060","9/19/2013","11/1/2013","Zachys","USD","1","53.72","53.72","USD","4","0","OrderId:100000060","True","750ml","2009","Vietti Barolo Brunate","Italy, Piedmont, Langhe, Barolo","Red","Red","Dry","Vietti","Nebbiolo","Nebbiolo","Unknown","Brunate","Italy","Piedmont","Langhe","Barolo"
"2039652","100000061","9/11/2013","10/21/2013","K&L Auctions","USD","1","33.57","33.57","USD","3","0","OrderId:100000061","True","750ml","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"1343793","100000062","9/24/2013","10/17/2013","Hart Davis Hart","USD","1","82.34","82.34","USD","1","0","OrderId:100000062","True","750ml","2011","Domaine des Lambrays Clos des Lambrays","France, Burgundy, Côte de Nuits, Clos des Lambrays Grand Cru","Red","Red","Dry","Domaine des Lambrays","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru"
"2039652","100000063","9/5/2013","10/3/2013","Premier Cru","USD","1","30.60","30.60","USD","2","0","OrderId:100000063","True","750ml","2013","Williams Selyem Pinot Noir Vista Verde Vineyard","USA, California, Central Coast, San Benito County","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Vista Verde Vineyard","USA","California","Central Coast","San Benito County"
"192450","100000064","9/10/2013","9/28/2013","Gift","USD","1","0.00","0.00","USD","1","0","OrderId:100000064","True","750ml","2005","Ridge Monte Bello","USA, California, Santa Cruz Mountains","Red","Red","Dry","Ridge","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"2527","100000065","9/11/2013","1/9/2014","Winery Direct","USD","1","63.61","63.61","USD","2","0","OrderId:500000000","True","750ml","2001","Joh. Jos. Prüm Wehlener Sonnenuhr Riesling Spätlese","Germany, Mosel Saar Ruwer","White - Off-dry","White","Dry","Joh. Jos. Prüm","Riesling","Riesling","Spätlese","Wehlener Sonnenuhr","Germany","Mosel Saar Ruwer","Unknown","Unknown"
"1600852","100000066","9/25/2013","1/1/2016","Garagiste","USD","1","6.17","6.17","USD","2","0","OrderId:100000066","True","750ml","2012","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Lynch-Bages","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"1030769","100000067","9/18/2013","11/2/2013","Spectrum Wine Auctions","USD","1","39.85","39.85","USD","3","0","OrderId:100000067","True","750ml","2009","Philip Togni Cabernet Sauvignon","USA, California, Napa Valley, Spring Mountain District","Red","Red","Dry","Philip Togni","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Napa Valley","Spring Mountain District"
"3044929","100000068","9/1/2013","9/10/2013","Wally's","USD","1","40.11","40.11","USD","2","0","OrderId:100000068","True","1.5L","2011","Château la Fleur Haut Carras Pauillac","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château la Fleur Haut Carras","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"528214","100000069","9/19/2013","10/24/2013","Spectrum Wine Auctions","USD","1","31.36","31.36","USD","4","0","OrderId:100000069","True","750ml","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"1372","100000070","9/12/2013","10/3/2013","Zachys","USD","1","147.88","147.88","USD","4","0","OrderId:100000070","True","750ml","1989","Château Pichon Longueville Comtesse de Lalande","France, Bordeaux, Médoc, Pauillac","Red","Red","Dry","Château Pichon Longueville Comtesse de Lalande","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"2061850","100000071","9/25/2013","12/6/2013","WineBid","USD","1","19.32","19.32","USD","6","0","OrderId:100000071","True","750ml","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Failla","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"528214","100000072","9/23/2013","11/30/2013","Acker Merrall","USD","1","30.70","30.70","USD","2","0","OrderId:100000072","True","750ml","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Red","Dry","Williams Selyem","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
